State,Location,Date Posted,Date Collected,Sample Type,Unit,Ba-140,Co-60,Cs-134,Cs-136,Cs-137,I-131,I-132,I-133,Te-129,Te-129m,Te-132,Ba-140
MI,Detroit,04-06-2011,03/28/2011,Milk,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
DE,Dover,04-09-2011,04-01-2011,Milk,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
MI,E. Lansing ,04/20/2011,04-12-2011,Milk,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
CT,Hartford,04/25/2011,04-12-2011,Milk,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
CT,Hartford,04/26/2011,04/20/2011,Milk,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
HI,Hilo,04-10-2011,04-04-2011,Milk,pCi/l,0,0,24,0,19,18,0,0,0,0,0,
HI,Hilo,04/20/2011,04/13/2011,Milk,pCi/l,0,0,11,0,10,0,0,0,0,0,0,
MO,Jefferson City,04-08-2011,03/30/2011,Milk,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
MO,Jefferson City ,04/20/2011,04/13/2011,Milk,pCi/l,0,0,0,0,0,3,0,0,0,0,0,
TN,Knoxville,04-09-2011,03/31/2011,Milk,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
TN,Knoxville,04/20/2011,04/14/2011,Milk,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
NV,Las Vegas,04/20/2011,04/13/2011,Milk,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
AR,Little Rock,04-09-2011,03/30/2011,Milk,pCi/l,0,0,0,0,0,9,0,0,0,0,0,
AR,Little Rock,04/20/2011,04/13/2011,Milk,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
CA,Los Angeles,04-06-2011,03/28/2011,Milk,pCi/l,0,0,0,0,0,3,0,0,0,0,0,
CA,Los Angeles,04/20/2011,04/13/2011,Milk,pCi/l,0,0,0,0,0,4,0,0,0,0,0,
KY,Louisville,04-08-2011,03/30/2011,Milk,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
KY,Louisville ,04/20/2011,04/13/2011,Milk,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
TN,Memphis,04/16/2011,04-11-2011,Milk,pCi/l,0,0,0,0,0,4,0,0,0,0,0,
VT,Montpelier,04-08-2011,03/30/2011,Milk,pCi/l,0,0,0,0,2,0,0,0,0,0,0,
CA,Oakland ,04/20/2011,04/13/2011,Milk,pCi/l,0,0,3,0,0,4,0,0,0,0,0,
AZ,Phoenix,04-06-2011,03/28/2011,Milk,pCi/l,0,0,0,0,0,3,0,0,0,0,0,
AZ,Phoenix,04-09-2011,03/29/2011,Milk,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
PA,Pittsburgh,04-09-2011,03/31/2011,Milk,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
PA,Pittsburgh,04/16/2011,04-05-2011,Milk,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
FL,Plant City,04-08-2011,03/30/2011,Milk,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
FL,Plant City,04/20/2011,04/13/2011,Milk,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
OR,Portland,04-06-2011,03/28/2011,Milk,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
OR,Portland,04/20/2011,04/13/2011,Milk,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
NV,Reno,04/13/2011,03/31/2011,Milk,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
NV,Reno,04-10-2011,04-04-2011,Milk,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
NV,Reno,04/25/2011,04/18/2011,Milk,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
TX,San Antonio,04-08-2011,03/30/2011,Milk,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
TX,San Antonio,04/26/2011,04/19/2011,Milk,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
CA,San Francisco,04-06-2011,03/28/2011,Milk,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
WA,Spokane,04-04-2011,03/21/2011,Milk,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
WA,Spokane,04-02-2011,03/25/2011,Milk,pCi/l,0,0,0,0,0,1,0,0,0,0,0,
WA,Spokane,04/16/2011,04-12-2011,Milk,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
NY,Syracuse,04-08-2011,03/29/2011,Milk,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
NY,Syracuse,04/20/2011,04/13/2011,Milk,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
WA,Tacoma,04-04-2011,03/24/2011,Milk,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
WA,Tacoma,05-03-2011,04/24/2011,Milk,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
NJ,Trenton,04-09-2011,03/31/2011,Milk,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
NJ,Trenton,04/22/2011,04/15/2011,Milk,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
KS,Wichita,04-08-2011,03/29/2011,Milk,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
KS,Wichita,04/20/2011,04-12-2011,Milk,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
DE,Wilmington,04/25/2011,04/18/2011,Milk,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
NY,Albany,04-04-2011,03/16/2011,Precipitation,pCi/l,0,0,0,,0,0,0,0,,,0,
NY,Albany,04-04-2011,03/23/2011,Precipitation,pCi/l,0,0,0,0,0,30,0,0,0,0,0,
NY,Albany,04/20/2011,04-11-2011,Precipitation,pCi/l,0,0,0,0,0,4,0,0,0,0,0,
NY,Albany,05-03-2011,04/19/2011,Precipitation,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
NY,Albany ,04/15/2011,04-05-2011,Precipitation,pCi/l,0,0,0,0,0,22,0,0,0,0,0,
GA,Atlanta,04-04-2011,03/17/2011,Precipitation,pCi/l,0,0,0,,0,0,0,0,,,0,
GA,Atlanta,04/15/2011,03/31/2011,Precipitation,pCi/l,0,0,0,0,0,17,0,0,0,0,0,
TX,Austin,04/22/2011,04-12-2011,Precipitation,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
ID,Boise,04-04-2011,03/22/2011,Precipitation,pCi/l,0,0,11,,12,242,0,0,,,0,
ID,Boise,04-08-2011,03/27/2011,Precipitation,pCi/l,0,0,42,0,36,390,0,0,0,0,0,
MA,Boston,04-04-2011,03/18/2011,Precipitation,pCi/l,0,0,0,,0,0,0,0,,,0,
MA,Boston,04-08-2011,03/22/2011,Precipitation,pCi/l,0,0,0,0,0,92,0,0,0,0,0,
MA,Boston,04/13/2011,04-04-2011,Precipitation,pCi/l,0,0,0,0,0,15,0,0,0,0,0,
MA,Boston,04/13/2011,04-05-2011,Precipitation,pCi/l,0,0,0,0,0,20,0,0,0,0,0,
MA,Boston,04/15/2011,04-06-2011,Precipitation,pCi/l,0,0,0,0,0,10,0,0,0,0,0,
MA,Boston,05-03-2011,04/19/2011,Precipitation,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
MA,Boston,05-03-2011,04/20/2011,Precipitation,pCi/l,0,0,0,0,0,7,0,0,0,0,0,
NC,Charlotte,04/13/2011,03/29/2011,Precipitation,pCi/l,0,0,0,0,0,45,0,0,0,0,0,
NC,Charlotte,04/13/2011,04-01-2011,Precipitation,pCi/l,0,0,0,0,0,15,0,0,0,0,0,
NC,Charlotte,04/13/2011,04-05-2011,Precipitation,pCi/l,0,0,0,0,0,4,0,0,0,0,0,
NC,Charlotte,04/22/2011,04-12-2011,Precipitation,pCi/l,0,0,0,0,0,3,0,0,0,0,0,
NC,Charlotte,05-03-2011,04/19/2011,Precipitation,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
NH,Concord,04/13/2011,03/24/2011,Precipitation,pCi/l,0,0,0,0,0,24,0,0,0,0,0,
NH,Concord,04/15/2011,04-05-2011,Precipitation,pCi/l,0,0,0,0,0,47,0,0,0,0,0,
NH,Concord,05-03-2011,04/14/2011,Precipitation,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
CO,Denver,04/13/2011,04-04-2011,Precipitation,pCi/l,0,0,0,0,0,43,0,0,0,0,0,
Guam,Guam,04/15/2011,03/30/2011,Precipitation,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
Guam,Guam,04/15/2011,04-01-2011,Precipitation,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
Guam,Guam,04/15/2011,04-02-2011,Precipitation,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
Guam,Guam,05-03-2011,04/20/2011,Precipitation,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
PA,Harrisburg,04/15/2011,03/31/2011,Precipitation,pCi/l,0,0,0,0,0,6,0,0,0,0,0,
CT,Hartford,04-04-2011,03/18/2011,Precipitation,pCi/l,0,0,0,,0,0,0,0,,,0,
CT,Hartford,04-04-2011,03/18/2011,Precipitation,pCi/l,0,0,0,,0,0,0,0,,,0,
CT,Hartford,04-04-2011,03/25/2011,Precipitation,pCi/l,0,0,0,0,0,26,0,0,0,0,0,
CT,Hartford,04/13/2011,04-04-2011,Precipitation,pCi/l,0,0,0,0,0,19,0,0,0,0,0,
CT,Hartford,04/15/2011,04-08-2011,Precipitation,pCi/l,0,0,0,0,0,12,0,0,0,0,0,
HI,Honolulu,04/15/2011,04-07-2011,Precipitation,pCi/l,0,0,0,0,0,2,0,0,0,0,0,
ID,Idaho Falls,04/15/2011,04-01-2011,Precipitation,pCi/l,0,0,0,0,0,32,0,0,0,0,0,
FL,Jacksonville,04/13/2011,03/31/2011,Precipitation,pCi/l,0,0,1,0,0,150,0,0,0,0,0,
FL,Jacksonville,04/13/2011,04-04-2011,Precipitation,pCi/l,0,0,0,0,0,22,0,0,0,0,0,
FL,Jacksonville,04/15/2011,04-07-2011,Precipitation,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
KS,Kansas City,04-04-2011,03/21/2011,Precipitation,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
KS,Kansas City,04/13/2011,03/29/2011,Precipitation,pCi/l,0,0,0,0,0,200,0,0,0,0,0,
KS,Kansas City,04/13/2011,04-04-2011,Precipitation,pCi/l,0,0,0,0,0,18,0,0,0,0,0,
KS,Kansas City,05-03-2011,04/22/2011,Precipitation,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
TN,Knoxville,04-10-2011,03/28/2011,Precipitation,pCi/l,0,0,0,0,0,3,0,0,0,0,0,
TN,Knoxville,04/13/2011,04-01-2011,Precipitation,pCi/l,0,0,0,0,0,26,0,0,0,0,0,
TN,Knoxville,04/13/2011,04-05-2011,Precipitation,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
MI,Lansing,04/13/2011,04-04-2011,Precipitation,pCi/l,0,0,0,0,1,21,0,0,0,0,0,
MI,Lansing,05-03-2011,04/18/2011,Precipitation,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
AR,Little Rock,04/13/2011,03/28/2011,Precipitation,pCi/l,0,0,0,0,0,44,0,0,0,0,0,
AR,Little Rock,04/15/2011,04-05-2011,Precipitation,pCi/l,0,0,0,0,0,6,0,0,0,0,0,
AR,Little Rock,04/22/2011,04-11-2011,Precipitation,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
AR,Little Rock,05-03-2011,04/18/2011,Precipitation,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
AR,Little Rock,05-03-2011,04/21/2011,Precipitation,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
VA,Lynchburg,04/13/2011,04-01-2011,Precipitation,pCi/l,0,0,0,0,0,9,0,0,0,0,0,
AL,Montgomery,04-04-2011,03/21/2011,Precipitation,pCi/l,0,0,0,,0,0,0,0,,,0,
AL,Montgomery,04-04-2011,03/24/2011,Precipitation,pCi/l,0,0,0,0,0,17,0,0,0,0,0,
AL,Montgomery,04-08-2011,03/30/2011,Precipitation,pCi/l,0,0,0,0,0,4,0,0,0,0,0,
AL,Montgomery ,04/13/2011,04-06-2011,Precipitation,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
TN,Nashville,04/13/2011,03/15/2011,Precipitation,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
TN,Nashville,04/13/2011,03/28/2011,Precipitation,pCi/l,0,0,0,0,0,72,0,0,0,0,0,
TN,Nashville,04/13/2011,03/31/2011,Precipitation,pCi/l,0,0,0,0,0,19,0,0,0,0,0,
TN,Nashville,05-03-2011,04/19/2011,Precipitation,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
TN,Nashville ,04/20/2011,04-06-2011,Precipitation,pCi/l,0,0,0,0,0,5,0,0,0,0,0,
TN,Oak Ridge/K-12,04-04-2011,03/17/2011,Precipitation,pCi/l,0,0,0,,0,0,0,0,,,0,
TN,Oak Ridge/K-12,04-04-2011,03/24/2011,Precipitation,pCi/l,0,0,0,0,0,18,0,0,0,0,0,
TN,Oak Ridge/K-25,04/13/2011,03/31/2011,Precipitation,pCi/l,0,0,0,0,1,19,0,0,0,0,0,
TN,Oak Ridge/K-25,04/13/2011,04-04-2011,Precipitation,pCi/l,0,0,0,0,0,40,0,0,0,0,0,
TN,Oak Ridge/K-25,04/15/2011,04-07-2011,Precipitation,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
TN,Oak Ridge/Melton,04-04-2011,03/17/2011,Precipitation,pCi/l,0,0,0,,0,0,0,0,,,0,
TN,Oak Ridge/Melton,04-04-2011,03/24/2011,Precipitation,pCi/l,0,0,0,0,0,18,0,0,0,0,0,
TN,Oak Ridge/Melton,04-10-2011,03/28/2011,Precipitation,pCi/l,0,0,1,0,1,81,0,0,0,0,0,
TN,Oak Ridge/Melton,04/13/2011,03/31/2011,Precipitation,pCi/l,0,0,0,0,1,21,0,0,0,0,0,
TN,Oak Ridge/Melton,04/15/2011,04-07-2011,Precipitation,pCi/l,0,0,0,0,0,4,0,0,0,0,0,
TN,Oak Ridge/Y-12,04-04-2011,03/24/2011,Precipitation,pCi/l,0,0,0,0,0,13,0,0,0,0,0,
TN,Oak Ridge/Y-12,04-10-2011,03/28/2011,Precipitation,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
TN,Oak Ridge/Y-12,04/13/2011,04-04-2011,Precipitation,pCi/l,0,0,0,0,2,54,0,0,0,0,0,
TN,Oak Ridge/Y-12,04/15/2011,04-07-2011,Precipitation,pCi/l,0,0,0,0,0,2,0,0,0,0,0,
TN,Oak Ridge/Y-12 ,04/13/2011,03/31/2011,Precipitation,pCi/l,0,0,1,0,1,20,0,0,0,0,0,
WA,Olympia,04-04-2011,03/17/2011,Precipitation,pCi/l,0,0,0,,0,0,0,0,,,0,
WA,Olympia,04-04-2011,03/24/2011,Precipitation,pCi/l,0,0,0,0,0,125,0,0,0,0,0,
WA,Olympia,04/13/2011,03/29/2011,Precipitation,pCi/l,0,0,0,0,0,37,0,0,0,0,0,
WA,Olympia,04/13/2011,03/31/2011,Precipitation,pCi/l,0,0,0,0,0,7,0,0,0,0,0,
WA,Olympia,04/13/2011,04-04-2011,Precipitation,pCi/l,0,0,0,0,0,12,0,0,0,0,0,
WA,Olympia,04/15/2011,04-07-2011,Precipitation,pCi/l,0,0,0,0,0,7,0,0,0,0,0,
WA,Olympia,05-03-2011,04/18/2011,Precipitation,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
WA,Olympia,05/24/2011,04/25/2011,Precipitation,pCi/l,0,0,0,0,0,2,0,0,0,0,0,
WA,Olympia,05/24/2011,04/28/2011,Precipitation,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
OH,Painesville,04-04-2011,03/15/2011,Precipitation,pCi/l,0,0,0,,0,0,0,0,,,0,
OH,Painesville,04-04-2011,03/25/2011,Precipitation,pCi/l,0,0,0,0,0,47,0,0,0,0,0,
OH,Painesville,04/13/2011,04-05-2011,Precipitation,pCi/l,0,0,0,0,0,6,0,0,0,0,0,
OR,Portland,04-04-2011,03/25/2011,Precipitation,pCi/l,0,0,0,0,0,87,0,0,0,0,0,
CA,Richmond,04-04-2011,03/15/2011,Precipitation,pCi/l,0,0,0,,0,0,0,0,,,0,
CA,Richmond,04-04-2011,03/22/2011,Precipitation,pCi/l,0,0,0,,0,138,0,0,,,6,
CA,Richmond,04-04-2011,03/22/2011,Precipitation,pCi/l,0,0,0,,0,138,0,0,,,6,
CA,Richmond,04-10-2011,03/28/2011,Precipitation,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
CA,Richmond,05-03-2011,04/22/2011,Precipitation,pCi/l,0,0,5,0,6,0,0,0,0,0,0,
CNMI,Saipan,04-10-2011,03/28/2011,Precipitation,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
CNMI,Saipan,04/13/2011,04-03-2011,Precipitation,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
UT,Salt Lake City,04-08-2011,03/17/2011,Precipitation,pCi/l,0,0,0,0,0,8,0,0,0,0,0,
UT,Salt Lake City,04/13/2011,03/28/2011,Precipitation,pCi/l,0,0,1,0,0,190,0,0,0,0,0,
UT,Salt Lake City,04/20/2011,04-04-2011,Precipitation,pCi/l,0,0,0,0,0,8,0,0,0,0,0,
UT,Salt Lake City,04/20/2011,04-07-2011,Precipitation,pCi/l,0,0,0,0,0,14,0,0,0,0,0,
UT,Salt Lake City,05-03-2011,04/21/2011,Precipitation,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
MN,St. Paul,04-04-2011,03/22/2011,Precipitation,pCi/l,0,0,0,,0,32,0,0,,,0,
MN,St. Paul,04-10-2011,03/29/2011,Precipitation,pCi/l,0,0,0,0,0,16,0,0,0,0,0,
MN,Welch,04-04-2011,03/17/2011,Precipitation,pCi/l,0,0,0,,0,0,0,0,,,0,
MN,Welch/510,04/13/2011,04-04-2011,Precipitation,pCi/l,0,0,0,0,0,9,0,0,0,0,0,
NC,Wilmington,04-10-2011,03/29/2011,Precipitation,pCi/l,0,0,0,0,0,19,0,0,0,0,0,
NC,Wilmington,04/13/2011,04-06-2011,Precipitation,pCi/l,0,0,0,0,0,4,0,0,0,0,0,
NY,Yaphank,04/15/2011,04-04-2011,Precipitation,pCi/l,0,0,0,0,0,15,0,0,0,0,0,
NY,Yaphank,05-03-2011,04/15/2011,Precipitation,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
NY,Yaphank,05-03-2011,04/19/2011,Precipitation,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
NY,Albany,05/24/2011,04/26/2011,Precipitation ,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
GA,Atlanta,05/24/2011,04/28/2011,Precipitation ,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
GA,Atlanta ,04/25/2011,04/14/2011,Precipitation ,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
MA,Boston,04/26/2011,04/14/2011,Precipitation ,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
MA,Boston,05/24/2011,04/29/2011,Precipitation ,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
MA,Boston,05/24/2011,04/25/2011,Precipitation ,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
NC,Charlotte,05/24/2011,04/29/2011,Precipitation ,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
NC,Charlotte,05/24/2011,04/26/2011,Precipitation ,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
NH,Concord,04/26/2011,04/18/2011,Precipitation ,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
NH,Concord,05/24/2011,04/25/2011,Precipitation ,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
CO,Denver,04/25/2011,04/14/2011,Precipitation ,pCi/l,0,0,0,0,0,7,0,0,0,0,0,
CO,Denver,05/24/2011,04/28/2011,Precipitation ,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
CO,Denver,05/24/2011,04/25/2011,Precipitation ,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
PA,Harrisburg,05/24/2011,04/30/2011,Precipitation ,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
CT,Hartford,04/26/2011,04/15/2011,Precipitation ,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
CT,Hartford,04/26/2011,04/18/2011,Precipitation ,pCi/l,0,0,0,0,0,3,0,0,0,0,0,
HI,Honolulu,05/24/2011,04-04-2011,Precipitation ,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
KS,Kansas City ,04/25/2011,04/15/2011,Precipitation ,pCi/l,0,0,0,0,0,2,0,0,0,0,0,
TN,Knoxville,04/26/2011,04/19/2011,Precipitation ,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
TN,Knoxville,05/24/2011,04/26/2011,Precipitation ,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
TN,Knoxville,05/24/2011,04/29/2011,Precipitation ,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
MI,Lansing ,04/25/2011,04-11-2011,Precipitation ,pCi/l,0,0,0,0,0,4,0,0,0,0,0,
AR,Little Rock,05/24/2011,04/28/2011,Precipitation ,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
AL,Montgomery/408,04/26/2011,04/18/2011,Precipitation ,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
TN,Nashville ,04/25/2011,04/14/2011,Precipitation ,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
TN,Oak Ridge/K25,04/26/2011,04/18/2011,Precipitation ,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
TN,Oak Ridge/K25,05/24/2011,04/28/2011,Precipitation ,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
TN,Oak Ridge/K-25,04/25/2011,04/14/2011,Precipitation ,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
TN,Oak Ridge/Melton,04/25/2011,04/14/2011,Precipitation ,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
TN,Oak Ridge/Melton,04/26/2011,04/18/2011,Precipitation ,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
TN,Oak Ridge/Melton,05/24/2011,04/28/2011,Precipitation ,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
TN,Oak Ridge/Y12E,04/26/2011,04/18/2011,Precipitation ,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
TN,Oak Ridge/Y12E,05/24/2011,04/28/2011,Precipitation ,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
TN,Oak Ridge/Y-12E,04/25/2011,04/14/2011,Precipitation ,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
WA,Olympia,04/25/2011,04/14/2011,Precipitation ,pCi/l,0,0,0,0,0,6,0,0,0,0,0,
OH,Painesville,05/24/2011,04/29/2011,Precipitation ,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
OR,Portland,05/24/2011,04/20/2011,Precipitation ,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
CA,Richmond,04/25/2011,04/14/2011,Precipitation ,pCi/l,0,0,9,0,8,6,0,0,0,0,0,
CA,Richmond,05/24/2011,04/28/2011,Precipitation ,pCi/l,0,0,7,0,6,0,0,0,0,0,0,
UT,Salt Lake City,05/24/2011,04/14/2011,Precipitation ,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
UT,Salt Lake City,05/24/2011,04/28/2011,Precipitation ,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
NY,Yaphank,05/24/2011,04/28/2011,Precipitation ,pCi/l,0,0,0,0,0,0,0,0,0,0,0,
